Province,District,Date,Time,TemperatureMin,TemperatureMax,Description,Humidity,WindSpeed,UVIndex,Visibility,Pressure,StopPoint,AirQuality,URL,IP
Bình Phước,Huyện Bù Đăng,2023-12-15,02:00,21.7,22.7,Mây thưa,88,1.27,0,10,1011,20.3,Tốt,https://thoitiet.vn/binh-phuoc/bu-dang/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đăng,2023-12-15,03:00,21.7,22.9,Mây thưa,88,1.27,0,10,1011,20.3,Tốt,https://thoitiet.vn/binh-phuoc/bu-dang/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đăng,2023-12-15,04:00,21.5,22.9,Mây rải rác,87,1.31,0,10,1011,20.3,Tốt,https://thoitiet.vn/binh-phuoc/bu-dang/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đăng,2023-12-15,05:00,21.7,21.5,Mây rải rác,87,1.13,0,10,1011,20.3,Tốt,https://thoitiet.vn/binh-phuoc/bu-dang/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đăng,2023-12-15,06:00,21.5,21.9,Mây cụm,87,0.99,0,10,1012,20.3,Tốt,https://thoitiet.vn/binh-phuoc/bu-dang/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,07:00,25.6,26.7,Mây cụm,82,1.15,0.33,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,08:00,25,26.6,Mây cụm,79,1.61,1.59,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,09:00,26.4,26.5,Mây cụm,71,1.54,3.89,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,10:00,29.6,31.5,Mây rải rác,61,1.13,6.7,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,11:00,32.8,34.3,Mây rải rác,49,0.6,8.88,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,12:00,35.4,36.3,Mây rải rác,37,0.33,9.67,10,1010,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,13:00,35.5,36.3,Mây rải rác,36,1.2,8.7,10,1009,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,14:00,35.9,36.2,Mây rải rác,37,1.86,6.18,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,15:00,34.3,35.5,Mây cụm,41,2.27,3.29,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,16:00,31.3,33.9,Mây cụm,51,2.19,1.08,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,17:00,29.6,31.5,Mây cụm,60,1.28,0.12,10,1009,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,18:00,28.7,30,Mây cụm,64,1.2,0,10,1010,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,19:00,28,30,Mây cụm,66,0.8,0,10,1011,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,20:00,27,28.7,Nhiều mây,68,1.25,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,21:00,26.2,26.3,Nhiều mây,71,1.54,0,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,22:00,24,25.8,Nhiều mây,75,1.33,0,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-13,23:00,23.1,24.5,Nhiều mây,78,1.38,0,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,00:00,23.6,23.9,Nhiều mây,80,1.43,0,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,01:00,22.4,23.3,Nhiều mây,82,1.35,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,02:00,22,22.9,Nhiều mây,83,1.16,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,03:00,22.9,22.7,Nhiều mây,84,1.14,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,04:00,21.1,22.5,Nhiều mây,85,1.24,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,05:00,21.7,22,Nhiều mây,85,1.16,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,06:00,21.4,22,Nhiều mây,85,0.92,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,07:00,22.9,23.5,Nhiều mây,80,0.76,0.33,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,08:00,26.7,26.3,Mây cụm,64,0.8,1.59,10,1014,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,09:00,29.4,30.6,Mây cụm,53,0.65,3.94,10,1014,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,10:00,32.6,33.2,Mây cụm,44,0.52,6.59,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,11:00,34.6,35,Mây cụm,38,0.42,8.83,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,12:00,36,36.7,Mây cụm,35,0.33,9.77,10,1011,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,13:00,35.3,36.2,Mây cụm,33,0.76,8.87,10,1010,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,14:00,35.8,36.8,Nhiều mây,34,1.23,6.34,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,15:00,35.4,35.6,Nhiều mây,35,1.64,3.26,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,16:00,33,35.1,Nhiều mây,42,2.02,1.06,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,17:00,31,32.5,Nhiều mây,56,2.21,0.18,10,1008,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,18:00,27.7,29.1,Mây cụm,67,1.32,0,10,1009,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,19:00,27.6,29.7,Mây cụm,66,0.37,0,10,1011,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,20:00,27.4,28.6,Nhiều mây,68,0.36,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,21:00,25.1,26.4,Mây cụm,75,0.53,0,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,22:00,24.1,25.3,Mây cụm,78,0.22,0,10,1013,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-14,23:00,24.2,24.3,Mây rải rác,80,0.12,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,00:00,23.8,24.6,Mây rải rác,81,0.44,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,01:00,23.7,23.5,Mây rải rác,84,0.61,0,10,1011,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,02:00,22.1,23.9,Mây rải rác,85,0.72,0,10,1010,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,03:00,22.5,23.9,Mây rải rác,87,0.74,0,10,1010,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,04:00,22.1,22.6,Mây cụm,88,0.65,0,10,1010,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,05:00,22.7,22.6,Mây cụm,89,0.68,0,10,1011,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Huyện Bù Đốp,2023-12-15,06:00,22.5,22.4,Mây cụm,90,0.77,0,10,1012,22.1,Tốt,https://thoitiet.vn/binh-phuoc/bu-dop/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,07:00,25.4,26.2,Mây rải rác,75,1.91,0.33,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,08:00,26.4,26.5,Mây thưa,72,2.14,1.59,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,09:00,26.4,26,Mây thưa,70,1.66,3.89,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,10:00,28.9,29.1,Mây thưa,66,0.89,6.7,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,11:00,29.9,31.8,Mây thưa,60,0.21,8.88,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,12:00,31.3,33.7,Mây thưa,54,0.52,9.67,10,1011,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,13:00,33.1,35.1,Mây thưa,49,1.6,8.7,10,1010,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,14:00,32.7,35.1,Nhiều mây,52,2.77,6.18,10,1009,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,15:00,31.6,34.6,Mây cụm,57,2.97,3.29,10,1008,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,16:00,31.1,35.9,Nhiều mây,61,2.6,1.08,10,1008,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,17:00,29.6,32.9,Nhiều mây,69,1.84,0.12,10,1009,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,18:00,28.7,30.5,Nhiều mây,67,1.08,0,10,1010,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,19:00,28.2,30.3,Nhiều mây,68,1.04,0,10,1011,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,20:00,27.4,27.9,Mưa nhẹ,73,0.69,0,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,21:00,25.9,26,Mưa nhẹ,79,0.4,0,10,1013,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,22:00,25.7,26,Nhiều mây,81,1,0,10,1013,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-13,23:00,24.2,25,Nhiều mây,84,1.8,0,10,1013,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,00:00,23.3,24.3,Nhiều mây,86,1.98,0,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,01:00,23.1,24.6,Nhiều mây,86,2.12,0,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,02:00,24,23.2,Nhiều mây,86,2.12,0,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,03:00,22.1,23.7,Nhiều mây,86,2.02,0,10,1011,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,04:00,23,23.4,Nhiều mây,87,1.98,0,10,1011,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,05:00,22.7,23,Nhiều mây,87,1.94,0,10,1011,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,06:00,22.1,22.5,Nhiều mây,87,2.03,0,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,07:00,23.2,23.4,Nhiều mây,84,1.66,0.33,10,1013,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,08:00,25.5,26.6,Nhiều mây,72,1.68,1.59,10,1013,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,09:00,28.8,30.8,Nhiều mây,62,1.23,3.94,10,1014,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,10:00,30.2,32.6,Nhiều mây,56,0.86,6.59,10,1014,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,11:00,32.9,34.8,Nhiều mây,50,0.32,8.83,10,1013,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,12:00,33.3,35.3,Nhiều mây,47,0.62,9.77,10,1012,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,13:00,33.6,35,Nhiều mây,44,1.08,8.87,10,1010,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,14:00,33.3,36.9,Nhiều mây,45,1.93,6.34,10,1009,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
Bình Phước,Đồng Xoài,2023-12-14,15:00,33.6,36.2,Nhiều mây,49,2.73,3.26,10,1008,21.7,Tốt,https://thoitiet.vn/binh-phuoc/dong-xoai/theo-gio,1.53.235.227
